company,address,location_phones,web_company
NextGen MultiTouch Pvt Ltd,"  Address - 310 B, Road no. 25, Jubilee Hills,				        Hyderabad	                Telangana , 500034	 (040) 23549222",nextgenmultitouch.com,
Nextru Technology,"  Address - A-9 Metro Bazar, Nangloi				        New Delhi	                Delhi , 110041	 (011) 9911747705",www.nextru.com,
Nextwave Multimedia Pvt Ltd,"  Address - 1st Floor, Old No: 98,				  				  New No : 165, Avvai Shanmugam Salai, Royapettah,","				        Chennai	                Tamil Nadu , 600014	 (044) 45530451  45530452",www.nextwavemultimedia.com
Nexus Software System,"  Address - 1926 A-E , Aditya Chambers, 13 th Lane				  				  Rajarampuri , Near Baicha Putala","				        Kolhapur	                Maharashtra , 416008	 (0231) 9158470105",www.nexussoftwares.com
Nexus Websoft Services Pvt Ltd,"  Address - 2nd Floor, Bhakti House, Opp Pratik Tower,				  				  Nr. Brindavan Hotel, Jintan Road","				        Surendranagar	                Gujarat , 360001	 (02752) 9033427422",
Nexuslink Services,"  Address - 441-442, Maruti Plaza, Fourth Floor				  				  Nr. Vijay Park BRTS, Highway No.8, Krishna Nagar, Naroda","				        Ahmedabad	                Gujarat , 382350	 (079) 65257575",nexuslinkservices.com
Nexval Infotec Pvt Ltd,"  Address - HMG Ambassador Building,				  				  9th Floor, 137 Residency Road.","				        Bangalore / Bengaluru	                Karnataka , 560025	 (080) 65690309",www.nexval.com
Nexval Infotech Pvt Ltd,"  Address - Ecospace Business Park, Action Area 3				  				  Block 4A, 3rd Floor, Unit No.303","				        Kolkata	                West Bengal , 700160	 (033) 66255151",www.nexval.com
NGenious Solutions Pvt Ltd,"  Address - Unit No 2, B /101 Takshashila Commercial centre				  				  R.H.B Road, Mulund(West),","				        Mumbai	                Maharashtra , 400080	 (022) 25613939",www.ngenioussolutions.com
NGN Technologies,"  Address - Vatika Business Centre,				  				  2nd Floor, First India Place,MG Road","				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 4039347",www.ngn-technologies.co.in
nhance Engineering Solutions Pvt Ltd,"  Address - Plot No. 167, Santoshi Arcade, Kaburi Hills				  				  Madhapur , Phase - II","				        Hyderabad	                Telangana , 500081	 (040) 40116265",www.nhance-eng.com
ni Logic Pvt Ltd(ni2),"  Address - 201/202, C-2, Saudamani Commercial Complex				  				  Bhusari Colony, Paud Road, Kothrud","				        Pune	                Maharashtra , 411038	 (020) 25286947  25286948",www.ni2designs.com
Nibiru Solutions Pvt Ltd,"  Address - Malviya Nagar Rd, Khirki Extension,				        New Delhi	                Delhi , 110017	 (011) 64612812",www.nibirusolutions.com,
NICE Interactive Solution India Pvt Ltd,"  Address - Area  3 Quadrant, 8th Floor Tower  1				  				  Umiya Business Bay, Marathahalli  Sarjapur Outer Ring Road","				        Bangalore / Bengaluru	                Karnataka , 560103	 (080) 30781600",www.nice.com
Niche Computer Consultants Pvt Ltd,"  Address - F/602, Remi Bizcourt, Off Veera Desai Road				  				  Andheri (West)","				        Mumbai	                Maharashtra , 400053	 (022) 26735149",
Niche Software Solutions Pvt Ltd,"  Address - First floor, Swastik House 39/D Gultekdi, J.N.Marg				        Pune	                Maharashtra , 411037	 (020) 41417000",www.nichelive.com,
Nichepro Technologies Pvt Ltd,"  Address - Sumo Sapphire, #738, 15th cross,				  				  J.P.Nagar VI Phase","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 9845021237",www.nicheprotechnologies.com
NicheTech Computer Solutions Pvt Ltd,"  Address - 409, Shital Varsha  V , Shivranjani Cross Road,				        Ahmedabad	                Gujarat , 380015	 (079) 26730091",www.nichetech.in,
Nichi In Software Solutions Pvt Ltd,"  Address - 813, 100 Ft. Ring Road				  				  Banashankari III Stage, Hosakerehalli","				        Bangalore / Bengaluru	                Karnataka , 560085	 (080) 26720882  26720883",www.nichi.com
Nico Web Technologies LLP.,"  Address - 33A, Jawahar Lal Nehru Road 10th Floor, Room - 10				  				  Chatterjee International Centre","				        Kolkata	                West Bengal , 700071	 (033) 40704188",www.nicowt.com
Nicol Software Technology Pvt Ltd,"  Address - 213/1 Mangal Panday Nagar,				  				  Near Mahrishi Hospital","				        Meerut	                Uttar Pradesh , 250003	 (0121) 08449511111",
Nicom Systems Pvt Ltd,"  Address - 106, Mansarover Building				  				  90, Nehru Place","				        New Delhi	                Delhi , 110019	 (011) 26416090  26416091",
Nidhi Software,"  Address - Tulsi Nagar				        Bareilly	                Uttar Pradesh , 243001	 (0581) 9152341080",www.nidhisoftware.in,
Nifsys Technologies India Pvt Ltd,"  Address - 26, 2nd Floor, Anant Building, 217, Princess Stree				        Mumbai	                Maharashtra , 400002	 (022) 40220054",www.nifsys.com,
Niftysoft Solution Pvt Ltd,"  Address - Unit 23, Block 1, SIDCO Electronics Complex				  				  Thiru-vi-ka Industrial Estate, Guindy","				        Chennai	                Tamil Nadu , 600035	 (044) 22501734  22501911",www.niftysoft.co.in
Nightfox Technologies,"  Address - T-22, Anupam Amenity Center,				  				  Udhna Bus Stop, Udhna Navsari Road","				        Surat	                Gujarat , 394210	 (0261) 9904773742",www.nightfoxtechnologies.in
Nightstar Partners LLC,  Address - UPTC0225 Upohar Town Center				  				  2052 Chakgaria,"				        Kolkata	                West Bengal , 700094	 (033) 24780078",nightstarpartners.com
Niha Communications Pvt Ltd,"  Address - Namrata Estates, Country Oven lane				  				  Greenlands - Ameerpet Road","				        Hyderabad	                Telangana , 500016	 (040) 23411035",www.niha.com
Nihaki Systems Pvt Ltd,"  Address - Ashray Heights, 2nd Floor H.No. 8-3-720/6				  				  Shalivahana Nagar, Sringar Colony, Ameerpet","				        Hyderabad	                Telangana , 500073	 (040) 42217660",www.nihaki.com
Nihal Software (NSW),"  Address - Sikandarpur Vashisth Complex, No-227				        Gurgaon/Gurugram	                Haryana , 122022	 (0124) 4043414",,
Nihar Info Global Ltd,"  Address - Plot No.34, Nihar House,				  				  Ganesh Nagar, West Marredpally","				        Secunderabad	                Andhra Pradesh , 500026	 (040) 27705389  27705390",www.niharinfo.com
Nihilent Analytics Ltd,  Address - Infinity Benchmark 15th Floor				  				  Plot G1 Block GP Sector VSalt Lake,"				        Kolkata	                West Bengal , 700091	 (033) 40097800  22272337",www.nihilentanalytics.com
,,,
Nihon Communication Solutions Pvt Ltd,"  Address - 5/19, 2nd Floor & 3rd Floor, 11th Cross				  				  2nd Stage,Nagapura Main road, Mahalaxmipuram","				        Bangalore / Bengaluru	                Karnataka , 560086	 (080) 9342455333  23591866",www.ncs-in.com
Nihon Technology Pvt Ltd,"  Address - Primus Building,,Door no. SP-7A,Ground floor,				  				  Guindy Industrial Estate","				        Chennai	                Tamil Nadu , 600032	 (044) 66122200",www.nihontechnology.com
NIHT Infosolution Pvt Ltd,"  Address - 25, Ganesh Chandra Avenue Ground Floor				  				  Near Chandni Chawk Metro Station","				        Kolkata	                West Bengal , 700013	 (033) 33021137",www.niht-india.com
NIIT Technologies Ltd,"  Address - Corporate Heights (Tapasya)				  				  Plot No. 5, EFGH Sector 126","				        Noida	                Uttar Pradesh , 201301	 (0120) 7118400",www.niit-tech.com
Nikad India Business Solutions Pvt Ltd,"  Address - No.20/2, Vittal Mallya Rd				        Bangalore / Bengaluru	                Karnataka , 560001	 (080) 41676559",www.nikadindia.com,
NiKi Data Recovery Services,"  Address - G/18, Shree Ramway Plaza,				  				  Kharivav Road, Dandia Bazar","				        Vadodara	                Gujarat , 390001	 (0265) 2458883",www.recoveryourdata.co.in
Nikola Tech Pvt. Ltd (Strawberry POS),"  Address - A-94 Sector 41 ,				        Noida	                Uttar Pradesh , 201301	 (0120) 8588800448  8826066455",www.strawberrypos.com,
Nikom InfraSolutions Pvt Ltd,"  Address - 309, Skylark Building 60,				  				  Nehru Place,","				        New Delhi	                Delhi , 110019	 (011) 43088860  41306655",www.nikom.in
Niksun India Pvt Ltd,"  Address - Vatika Business Park Block Two, 1st Floor				  				  Sector 49, Sohna Road,","				        Gurgaon/Gurugram	                Haryana , 122018	 (0124) 4416999",www.niksun.com
Nilpa Software Systems Pvt Ltd,"  Address - 305, APM Complex, Satadhar Cross				  				  SOLA ROAD","				        Ahmedabad	                Gujarat , 380061	 (079) 27494082  23287374",www.nilpa.com
Nimble Informatics Pvt Ltd,"  Address - 2nd Floor, Jandev's Tulsi Complex				  				  Near Hari Mandir, Rajgarh Road,","				        Solan	                Himachal Pradesh , 173212	 (01792) 220474",www.nimbleinformatics.com
Nimble Solution Pvt Ltd,"  Address - A-45, Quark Media,				  				  Industrial Area, Phase  8 B,","				        Mohali	                Chandigarh , 160062	 (0172) 4010604  9041055655",www.nimble-solution.com
Nimble Wireless Pvt Ltd.,"  Address - 12B, Dhanalakshmi Street,				  				  Janaki Nagar, Valasarawakkam,","				        Chennai	                Tamil Nadu , 600087	 (044) 42656219",www.nimblewireless.com
Nimbus Computer Pvt Ltd,  Address - 36A Bentinck street				  				  Near Paradise Cinema Hall,"				        Kolkata	                West Bengal , 700069	 (033) 22317712  22317714",www.nimbus.in
Nimbus IT Solutions,"  Address - 584, IInd Floor, Guru Ram Das Nagar				  				  Laxmi Nagar,","				        New Delhi	                Delhi , 110092	 (011) 22455845",www.nimbusitsolutions.com
Nimbus Systems Pvt Ltd,"  Address - 2/140 Bosepukur Purbapara				        Kolkata	                West Bengal , 700078	 (033) 40043651  40043652",www.nimbussystems.co.in,
Nimbus Technologies,"  Address - 4 Amar Industrial Estate, Behind Sankeshwar Nagar				  				  Bhopar - Nandivali Road, Manpada cross Road, Dombivli (East","				        Thane	                Maharashtra , 421204	 (0251) 2870748",www.nimbus-technologies.com
Nimbus Technologies.,"  Address - Shop No: T6, #1091, 3rd floor, Srng Sampannappa				  				  Charities,OTC Road,","				        Bangalore / Bengaluru	                Karnataka , 560002	 (080) 42108387  42108388",www.nimbus-tech.com
Nine A Business Connect Pvt Ltd,"  Address - 904, Lodha Supremus, Opp Telephone Exchange, Sakivihar Road, Powai				        Mumbai	                Maharashtra , 400072	 (022) 28599696, 20880099.",www.9abusiness.com,
Nine Dimensions Infotech Pvt Ltd,"  Address - H - 72 Sector 63				        Noida	                Uttar Pradesh , 201301	 (0120) 4270777",www.9dimensions.in,
Nine Tech,"  Address - 1/C, 1st Floor, Naaz Cinema Building, Lamington Road,				  				  DB Marg, Grant Road,","				        Mumbai	                Maharashtra , 400056	 (022) 40032965",www.ninetech.in
Ninesec Integration Pvt Ltd,"  Address - D-201, Kailas Industrial Complex				  				  Behind Godrej Residential Colony Off L. B. S. Road, Park-Site Vikroli (West)","				        Mumbai	                Maharashtra , 400079	 (022) 67974077",www.ninesec.com
Ninestars Information Technologies Ltd,"  Address - No.10, MASS-4, JP Nagar, 3rd Phase				  				  Bannerghatta Main Road","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 43462121  40574242",www.ninestar.co.in
Ninestars Information Technologies Pvt Ltd,"  Address - No. 10, MASS IV, 3rd Floor,				  				  Bannerghatta Road, J P Nagar 3rd Phase,","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 43462121",ninestars.in
Ninth Dimension IT Solutions Pvt Ltd.,"  Address - No.L7-01/02/03, 6th Floor,				  				  Assaye Road, Ulsoor","				        Bangalore / Bengaluru	                Karnataka , 560042	 (080) 46684400  9980148839",www.9thdimension.co.in
Niojak Technologies Pvt Ltd,"  Address - E-619, Floral Deck Plaza, 22nd Road				  				  MIDC, Andheri East","				        Mumbai	                Maharashtra , 400093	 (022) 42271300",niojak.com
,,,
Nipun Net Solutions Pvt Ltd,  Address - Ayappa Centre 802-803 Swami Ayappa Society				  				  Madhavpur,"				        Hyderabad	                Telangana , 500081	 (040) 23119862",www.nipun.net
Nirmal Datacomm Pvt Ltd,"  Address - 101, A wing, first floor, Vasudev Chambers				  				  Old Nagardas Road,   Andheri East","				        Mumbai	                Maharashtra , 400069	 (022) 29214000",www.nirmaldatacomm.com
Nirmal Infotech Pvt Ltd,"  Address - 1297, 1st Floor, 30th Main				  				  Banashankari 2nd Stage","				        Bangalore / Bengaluru	                Karnataka , 560070	 (080) 26718333   26718444",www.nirmalinfotech.com
Nirvana Technologies Pvt Ltd,"  Address - G-16, Upper Grd Flr.				  				  Dreams The Mall, LBS Marg, Bhandup(W)","				        Mumbai	                Maharashtra , 400078	 (022) 21661600",www.nirvanatec.com
Niryuha IT Solution Pvt Ltd,"  Address - No:/, 4/12, 2nd St, Tansi Nagar, Velachery				        Chennai	                Tamil Nadu , 600042	 (044) 9840706636",niryuha.com,
NISA Solutions Pvt Ltd,"  Address - 906,907 Ellora Fiesta				  				  Plot No. 8, Sector 11 Jui Nagar  Navi","				        Mumbai	                Maharashtra , 400075	 (022) 27759980  27759981",nisa-solutions.com
Nisarga Information Technology Solutions Pvt Ltd,"  Address - 3rd Floor, Repunjaya Building Plot No. 1024,				  				  Madhapur,","				        Hyderabad	                Telangana , 500081	 (040) 65264808",www.nisargaitsolutions.com
Nishan Technologies Pvt Ltd,"  Address - AJ144, Sector-II,				  				  Salt Lake","				        Kolkata	                West Bengal , 700091	 (033) 40016903",www.nishansspl.com/reach.aspx
Nishant Infosys,"  Address - 2nd Floor, 92B Chittaranjan Avenue				        Kolkata	                West Bengal , 700012	 (033) 40658002",www.nishantinfotech.com,
Nishell Graphic,"  Address - C 14/165 Sonia Road Sigra,				        Varanasi	                Uttar Pradesh , 221010	 (0542) 9889797416",www.nishell.com,
Nishta Solutions,"  Address - D.No. 6, 3rd Floor,				  				  Arunachala Towers, Nanjundapuram Road","				        Coimbatore	                Tamil Nadu , 641036.	 (0422) 4510121",www.nishta.in
Nissi Infotech Pvt Ltd,"  Address - 14/71,Subramaniapuram-IInd Street				  				  T.V.Swamy Road West Extension R.S.Puram","				        Coimbatore	                Tamil Nadu , 641002	 (0422) 2440523  4384070",www.nissiinfotech.com
Niteo Technologies Pvt Ltd,"  Address - Bascon Futura SV 4th Floor Old no 56 New no 10/1				  				  Venkatnarayan Road, T Nagar","				        Chennai	                Tamil Nadu , 600017	 (044) 24328181",www.necam.com
Niti Telecom,"  Address - D-85/874, MIG Colony				  				  Near Guru Nanak Hospital,Bandra(E)","				        Mumbai	                Maharashtra , 400051	 (022) 26514038  9820442022",
,,,
Nitor Infotech Pvt Ltd,"  Address - 401-408, A-Wing, Pride Silicon Plaza,  Near Chaturshringi				  				  S.B. Road,  Shivajinagar","				        Pune	                Maharashtra , 411006	 (020) 41020202",www.nitorinfotech.com
Nitto Denko India Pvt Ltd,"  Address - Plot No.177-178, Sector-5, IMT-Manesar,				        Gurgaon/Gurugram	                Haryana , 122050	 (0124) 4221600",www.nitto.com,
NITYA Software Solutions Inc,"  Address - Plot No 157, VijayaPuriColony				  				  Dr AS Rao Nagar,","				        Hyderabad	                Telangana , 500062	 (040) 49526887",www.nityainc.com
Nityam Software Solutions Pvt Ltd,"  Address - 507/B, 6th Floor, ECSTASY, Nirmal Lifestyle at Citi of Joy				  				  J.S.D. Road, Mulund(West)","				        Mumbai	                Maharashtra , 400014	 (022) 25906499  32677989",www.nityam.in
Nityo Infotech Services Pvt Ltd,"  Address - 303/304, ECO HOUSE Vishweshwar Nagar, 1st Cross				  				  Road Off Aarey Road, Goregaon (East),","				        Mumbai	                Maharashtra , 400063	 (022) 65739444  65224324",www.nityo.com
Nivaata Systems Pvt Ltd.,"  Address - 549/E, First Floor, Indiranagar Double Road,				  				  Binnamangala, Stage 2, Indiranagar,","				        Bangalore / Bengaluru	                Karnataka , 560038	 (080) 30860707",www.verayu.com
Nivansys Technologies Pvt Ltd,"  Address - 720,Main Road,3rd Block BEL Layout,Vidyaranyapura				        Bangalore / Bengaluru	                Karnataka , 560097	 (080) 9916622220   41645555",www.nivansys.com,
Niveosys Technologies Pvt Ltd,"  Address - 19/163 N, K.S.V ARCADE,				  				  Ishwaramangalam PV Swami Road","				        Kozhikode	                Kerala , 673002	 (0495) 4011166",www.niveosys.com
NIVISTA Technologies Pvt Ltd,"  Address - 388/A,Road No-22,				  				  Near Jubliee Hills,","				        Hyderabad	                Telangana , 500034	 (040) 33954950",www.nivista.com
Niyati Technologies Pvt. Ltd.,"  Address - 2nd Floor, Whites India Building				  				  No.1 Whites Road, Royapettah","				        Chennai	                Tamil Nadu , 600014	 (044) 9884042639",www.niyati.com
Niyuj Enterprise Software Solutions,"  Address - Plot No. 15, S. No. 85B/10 Lalit Estates,				  				  Baner,","				        Pune	                Maharashtra , 411045	 (020) 40789067  9860010029",www.niyuj.com
nLeague Technologies Pvt Ltd,"  Address - 3rd Floor, TFO Building, Hitex, Hitec City Road				        Hyderabad	                Telangana , 500081	 (040) 23117801",www.nleague.com,
Nliven Technologies Pvt Ltd,"  Address - 6A, Shrinagar Annex				        Indore	                Madhya Pradesh , 452016	 (0731) 2563558",nliven.in,
Nliven Technology Pvt Ltd,"  Address - 6A, Shrinagar Annex				        Indore	                Madhya Pradesh , 452016	 (0731) 2563558",www.nliven.in,
Nlogix Solutions,"  Address - C61, Mullai Street,				  				  Vivekananda Nagar Ambattur","				        Chennai	                Tamil Nadu , 600063	 (044) 26584666  26584777",naraiuran.com
NLPBOTS,"  Address - Marisoft - 1, 5th floor, Marigold Complex				        Pune	                Maharashtra , 411014	 (020) 48600400",www.nlpbots.com,
Nmdsoft Software & Network Pvt Ltd,  Address - 07 1 floor digara complex in front of canara Bank				  				  Ahinsa Chowk Vijay Nagar,"				        Jabalpur	                Madhya Pradesh , 482002	 (0761) 9704024959",www.nmdsoft.com
NMSWorks Software Pvt Ltd,"  Address - C3, 6th Floor  IIT Madras Research Park				  				  Taramani","				        Chennai	                Tamil Nadu , 600113	 (044) 66469881 66630600",nmsworks.co.in
Noah Data Pvt Ltd,"  Address - 10/1, Subbaraya Avenue,				  				  CP Ramaswamy Road, Alwarpet","				        Chennai	                Tamil Nadu , 600018	 (044) 24992003",www.noahdatatech.com
Nobel Biocare India Pvt Ltd,"  Address - Unit No. 702, 7th Floor, A- Wing				  				  Supreme Business Park, Supreme City Powai","				        Mumbai	                Maharashtra , 400076	 (022) 67519964",www.nobelbiocare.com
Nocme Technologies Pvt Ltd,"  Address - Ground Floor, Leela Infopark Building, Technopark,				        Thiruvananthapuram	                Kerala , 695581	 (0471) 3916677",www.nocme.com,
NocSmart Software Solutions Pvt Ltd,"  Address - #25, AGT Business Park, Phase II, 2nd Floor, Avinashi Road, Civil Aerodrome Post, Coimbatore				        Coimbatore	                Tamil Nadu , 641014	 (0422) 4271184",www.nocsmart.com,
Nocture Solutions,"  Address - Shivpriya Complex, Sheetal				  				  Nagar, Gadiya Vihar Road, Gadia Vihar","				        Aurangabad	                Maharashtra , 431001	 (0240) 9325452585",www.nocturesolutions.com
Node Technologies Pvt Ltd,"  Address - Park Landing No 5-AC, 709, 2nd Block				  				  HRBR Extension, Kalyan Nagar","				        Bangalore / Bengaluru	                Karnataka , 560043	 (080) 7204011838",www.nodetech.in
NOHITATU Technologies Pvt Ltd,"  Address - No. 209, 2nd Floor,City Centre				  				  186/43 Purasawalkam High Road","				        Chennai	                Tamil Nadu , 600010	 (044) 43574131",www.nohitatu.com
Nomura Research Institute India Pvt Ltd ( NRI India ),"  Address - 7th Floor Tower A, Building No. 5, DLF Cyber City				  				  Phase III","				        Gurgaon/Gurugram	                Haryana , 122002	 (0124) 3006540",india.nri.com
Nordia Infotech Pvt Ltd,"  Address - 721/5, Trichy Road, Ramanathapuram				        Coimbatore	                Tamil Nadu , 641045	 (0422) 7845645678",www.nordia.in,
North Shore Technologies(Svam International Inc),"  Address - Logix Techno Park,1st Floor, Tower B,Plot No 5, Sector 127				        Noida	                Uttar Pradesh , 201301	 (0120) 4043400",www.svam.com,
Notion Consultants,"  Address - 434, Pink City, Scheme. No. 78				  				  Part-2, Niranjanpur","				        Indore	                Madhya Pradesh , 452001	 (0731) 6003101",www.notion.org.in
Notion Technologies,"  Address - 120, Bldg-11,				  				  BKC, Bandra(E)","				        Mumbai	                Maharashtra , 400051	 (022) 26540071",www.notiontechnologies.com
Noto IT Solutions Pvt Ltd,"  Address - 8/266, Malviya Nagar, Shaheed Amit Bhardwaj Marg				        Jaipur	                Rajasthan , 302017	 (0141) 4107496",www.notosolutions.com,
Nous Infosystems Pvt Ltd,"  Address - 1, 1 Main Road, 1 Block, Koramangla				        Bangalore / Bengaluru	                Karnataka , 560034	 (080) 41939400",www.nousinfosystems.com,
Nova Techset Ltd,"  Address - No. 36, South End Road				        Bangalore / Bengaluru	                Karnataka , 560002	 (080) 26770101  26707112",www.novatechset.com,
Novalnet e Solutions Pvt Ltd,"  Address - 131,Lakeview Street,Tambaram				        Chennai	                Tamil Nadu , 600059	 (044) 43574176",www.novalnet-solutions.com,
Novanet India Ltd,  Address - 3rd Floor 302 Orchard Avenue				  				  Hiranandani  Powai,"				        Mumbai	                Maharashtra , 400076	 (022) 67287000",www.novanet.net
Novatech Software Pvt Ltd,"  Address - 103, Infotech Tower,IT Park, South Ambazari road,				  				  IT Park, South Ambazari road,","				        Nagpur	                Maharashtra , 440022	 (0712) 2220533  2220534",www.novatechsoftware.com
Novatree eSolutions Pvt Ltd,"  Address - 171 Mahatma Gandhi Road Thakurpukur				        Kolkata	                West Bengal , 700063	 (033) 65002465  9903084086",www.novatree.com,
Noveline Technologies Pvt Ltd,"  Address - A-7, Shree Kaleshwar, S.N. Road,				  				  Govind Nagar, Mulund","				        Mumbai	                Maharashtra , 400028	 (022) 8046038633  9820599277",www.noveline.co.in
Novire Technologies Pvt Ltd,"  Address - Ground Floor, EL-61, MIDC, MAHAPE				        Mumbai	                Maharashtra , 400701	 (022) 41551000",www.noviretechnologies.com,
Novus innovations Pvt Ltd,"  Address - No. 126, Kirti Shikhar Building,				  				  Janakpuri","				        New Delhi	                Delhi , 110058	 (011) 9990023048",
NowFloats Technologies Pvt Ltd,"  Address - 3rd Floor, Plot No. 1269,				  				  Road No. 36 Jubilee Hills Check Post","				        Hyderabad	                Telangana , 500033	 (040) 9985303333",www.nowfloats.com
NP Infomart Pvt Ltd,"  Address - 306, Wadhwa Complex				  				  Vikas Marg, Laxmi Nagar, Block D, Laxmi Nagar","				        New Delhi	                Delhi , 110092	 (011) 49073955",www.npinfomart.com
NRI Financial Technologies India Pvt Ltd,"  Address - Globsyn Crystals, Tower I, 6th Floor				  				  Block EP, Sector V, Salt Lake Electronics Complex","				        Kolkata	                West Bengal , 700091	 (033) 66041000",www.nrifintech.com
NRS Infoways,"  Address - 606,World Trade Centre, Opposite BBC Tower,				  				  Sayajigunj","				        Vadodara	                Gujarat , 390005	 (0265) 9725193830  9724595485",www.nrsinfoways.in
NS Websolution Pvt Ltd,"  Address - Shop No. 102, The Great Plazza, Dubay ka				  				  Padao, G.T. Road","				        Aligarh	                Uttar Pradesh , 202001	 (0571) 2402325  8191024024",nswebsolution.com
NSB IT Solution,"  Address - 2133, Westfield Shoppping Center,				  				  Nr. ST.Xaview's School,  Ghod Dod Road","				        Surat	                Gujarat , 395007	 (0261) 9898820348",nsbitsolution.com
NSE IT Ltd,  Address - Trade Globe Andheri Kurla Road				  				  Andheri (East),"				        Mumbai	                Maharashtra , 400059	 (022) 28277600",www.nseit.com
NSE.IT Ltd,"  Address - Trade Globe, Ground Flr				  				  Andheri(East)","				        Mumbai	                Maharashtra , 400058	 (022) 42547600",www.nseit.co.in
NSI Technologies India Pvt Ltd,"  Address - G, 001, Ground Floor, Delta Block, Sigma Soft Tech Park, Ramagondanahalli,				  				  Varthur Hobli, Whitefield,","				        Bangalore / Bengaluru	                Karnataka , 560066	 (080) 9986676756",
nspire Technologies,"  Address - 94/95, Sanctity Apartment, Rajendra Nagar Layout				  				  MIDC Hingna Road","				        Hingua	                Maharashtra , 440016	 (07104) 9823190086",www.nspiretech.com
NSR Information Systems,"  Address - 301, Mahaveer Chambers  Himayatnagar				        Hyderabad	                Telangana , 500029	 (040) 60029004",nsrinfosystems.com,
,,,
NTrust Infotech Pvt. Ltd.,"  Address - Ganesh Towers, 152 Luz Church Road, Mylapore				        Chennai	                Tamil Nadu , 600004	 (044) 28602497  24670182",www.ntrustinfotech.com,
NTT DATA Global Delivery Services Ltd (NTT),"  Address - No.18 & 18/1, South End Road Basavanagudi				        Bangalore / Bengaluru	                Karnataka , 560004	 (080) 40634300",www.nttdata.com,
,,,
Nucleus Infotech Pvt Ltd,"  Address - 268, First Floor,				  				  Naharpur, Sector - 7,  Rohini","				        New Delhi	                Delhi , 110085	 (011) 27053031",www.nucleusinfotech.com
Nucleus IT Enabled Services Pvt ltd,"  Address - Nucleus House, Saki Vihar Road				  				  Andheri (E)","				        Mumbai	                Maharashtra , 400072	 (022) 28583333  28570334",
Nucleus Microsystems Pvt Ltd,"  Address - 10184, Arya Samaj Road, Karol Bagh				        New Delhi	                Delhi , 110005	 (011) 47574757",www.nms.co.in,
Nucleus Software Exports Ltd,"  Address - A 39, Sector 62				        Noida	                Uttar Pradesh , 201307	 (0120) 4031400  2403975",www.nucleussoftware.com,
NuCore Software Solutions Pvt Ltd,"  Address - Building No. CP 13 / 53 E and F				  				  Behind NITC Campus, Malayamma Road Malayamma PO","				        Kozhikode	                Kerala , 673601	 (0495) 2287161",www.nucoreindia.com
NUCSOFT Ltd,  Address - Giriraj Ind. Estate Mahakali Caves Road				  				  Andheri (East),"				        Mumbai	                Maharashtra , 400093	 (022) 66920560",www.nucsoft.com
Nuevo Network Pvt Ltd,"  Address - 406/43/1, 8th B Main, IV Block Jayanagar				        Bangalore / Bengaluru	                Karnataka , 560011	 (080) 9845094199",www.nuevonetwork.com,
Nufame Technologies LLP,"  Address - 89 A M Plaza,				  				  S1 II Floor HAL Airport Road,","				        Bangalore / Bengaluru	                Karnataka , 560017	 (080) 41731777  9845015600",
Nuha Digital Media Pvt Ltd,  Address - Shop No 20 Plot 1 & 2				  				  Taloja Phase 1,"				        Navi Mumbai	                Maharashtra , 410228	 (022) 27562004",www.nuhadigital.com
Nullplex Software Solutions,"  Address - Bunglow No 9, Adarsh Colony, Behind Mahila Bank				  				  Indira Nagar","				        Nashik	                Maharashtra , 422009	 (0253) 2320025",www.nullplex.com
Numbers Only Informatics Pvt. Ltd,"  Address - 5th Floor, North Block				  				  Babukhan Milleanium Center,Rajbhavan Road, Somajiguda","				        Hyderabad	                Telangana , 500082	 (040) 23396314  23378276",www.numbersonly.co.in
numberz,"  Address - 774, Udyog Vihar Phase V,				        Gurgaon/Gurugram	                Haryana , 122015	 (0124) 9015446666",www.numberz.in,
Numeric Infosystems Pvt Ltd,"  Address - H.C. : 13, Gulabchand Ki Bagichi				  				  Jhawar Estate, Thatipur,","				        Gwalior	                Madhya Pradesh , 474011	 (0751) 4062091",
Nurture Software Solutions Pvt Ltd,"  Address - Skyline Vista, No. 787,				  				  15th Cross, 100 Feet Road, JP Nagar, Phase 1,","				        Bangalore / Bengaluru	                Karnataka , 560078	 (080) 41214441",www.nurture.co.in
Nutanix India Technologies Pvt Ltd,  Address - Gayathri Mansion  2nd Floor				  				  Marathahalli-Sarjapur Outer Ring Rd,"				        Bangalore / Bengaluru	                Karnataka , 560103	 (080) 69000950",www.nutanix.com
,,,
Nuvento Systems Pvt Ltd,"  Address - Kanikkonna Building, Info Park,				  				  Koratty, Thrissur","				        Irinjalakuda	                Kerala , 680308	 (0480) 2730110",www.nuvento.com
NuWare Systems Pvt Ltd,"  Address - Corporate/Development Center- I				  				  740,Krishna Temple Steet, Indiranagar","				        Bangalore / Bengaluru	                Karnataka , 560038	 (080) 67166300",www.nuware.com
Nuwave Esolutions Pvt Ltd,"  Address - 3rd Flr,D D A Bldg, Distt Centre, Nehru Place				        New Delhi	                Delhi , 110019	 (011) 26291766  26429084",,
